region,confirmed,deaths,recovered
BARMM,34,0,0
CAR,60,0,0
CARAGA,16,0,0
NCR,13099,0,0
Region I: Ilocos Region,110,0,0
Region II: Cagayan Valley,39,0,0
Region III: Central Luzon,727,0,0
Region IV-A: CALABARZON,1943,0,0
Region IV-B: MIMAROPA,73,0,0
Region IX: Zamboanga Peninsula,167,0,0
Region V: Bicol Region,92,0,0
Region VI: Western Visayas,132,0,0
Region VII: Central Visayas,3999,0,0
Region VIII: Eastern Visayas,73,0,0
Region X: Northern Mindanao,44,0,0
Region XI: Davao Region,387,0,0
Region XII: SOCCSKSARGEN,34,0,0
Repatriate,1294,0,0
