region,confirmed,deaths,recovered
BARMM,27,0,0
CAR,57,0,0
CARAGA,13,0,0
NCR,12916,0,0
Region I: Ilocos Region,108,0,0
Region II: Cagayan Valley,39,0,0
Region III: Central Luzon,721,0,0
Region IV-A: CALABARZON,1930,0,0
Region IV-B: MIMAROPA,72,0,0
Region IX: Zamboanga Peninsula,167,0,0
Region V: Bicol Region,91,0,0
Region VI: Western Visayas,128,0,0
Region VII: Central Visayas,3887,0,0
Region VIII: Eastern Visayas,67,0,0
Region X: Northern Mindanao,42,0,0
Region XI: Davao Region,376,0,0
Region XII: SOCCSKSARGEN,34,0,0
Repatriate,1281,0,0
