region,confirmed,deaths,recovered
BARMM,25,0,0
CAR,56,0,0
CARAGA,12,0,0
NCR,12649,0,0
Region I: Ilocos Region,106,0,0
Region II: Cagayan Valley,37,0,0
Region III: Central Luzon,709,0,0
Region IV-A: CALABARZON,1892,0,0
Region IV-B: MIMAROPA,72,0,0
Region IX: Zamboanga Peninsula,167,0,0
Region V: Bicol Region,92,0,0
Region VI: Western Visayas,129,0,0
Region VII: Central Visayas,3715,0,0
Region VIII: Eastern Visayas,48,0,0
Region X: Northern Mindanao,41,0,0
Region XI: Davao Region,369,0,0
Region XII: SOCCSKSARGEN,31,0,0
Repatriate,1132,0,0
