region,confirmed,deaths,recovered
BARMM,1354,37,822
CAR,1689,16,1035
CARAGA,1456,24,974
NCR,165824,2721,139040
ROF,11940,30,11500
Region I: Ilocos Region,2047,47,1321
Region II: Cagayan Valley,1924,24,1190
Region III: Central Luzon,16941,209,11307
Region IV-A: CALABARZON,55197,598,41374
Region IV-B: MIMAROPA,1534,23,1017
Region IX: Zamboanga Peninsula,2329,95,1745
Region V: Bicol Region,2560,69,2026
Region VI: Western Visayas,12360,255,8495
Region VII: Central Visayas,22239,1242,19421
Region VIII: Eastern Visayas,4957,40,4136
Region X: Northern Mindanao,3318,63,2124
Region XI: Davao Region,3301,81,2548
Region XII: SOCCSKSARGEN,1751,33,1096
