region,confirmed,deaths,recovered
BARMM,12,0,0
CAR,47,0,0
CARAGA,5,0,0
NCR,10077,0,0
Region I: Ilocos Region,66,0,0
Region II: Cagayan Valley,34,0,0
Region III: Central Luzon,523,0,0
Region IV-A: CALABARZON,1583,0,0
Region IV-B: MIMAROPA,37,0,0
Region IX: Zamboanga Peninsula,154,0,0
Region V: Bicol Region,71,0,0
Region VI: Western Visayas,109,0,0
Region VII: Central Visayas,2073,0,0
Region VIII: Eastern Visayas,30,0,0
Region X: Northern Mindanao,23,0,0
Region XI: Davao Region,277,0,0
Region XII: SOCCSKSARGEN,25,0,0
Repatriate,293,0,0
