region,confirmed,deaths,recovered
BARMM,24,0,0
CAR,57,0,0
CARAGA,9,0,0
NCR,12243,0,0
Region I: Ilocos Region,94,0,0
Region II: Cagayan Valley,38,0,0
Region III: Central Luzon,685,0,0
Region IV-A: CALABARZON,1836,0,0
Region IV-B: MIMAROPA,70,0,0
Region IX: Zamboanga Peninsula,172,0,0
Region V: Bicol Region,86,0,0
Region VI: Western Visayas,124,0,0
Region VII: Central Visayas,3604,0,0
Region VIII: Eastern Visayas,42,0,0
Region X: Northern Mindanao,37,0,0
Region XI: Davao Region,355,0,0
Region XII: SOCCSKSARGEN,37,0,0
Repatriate,1105,0,0
