region,confirmed,deaths,recovered
BARMM,60,0,0
CAR,117,0,0
CARAGA,107,0,0
NCR,18308,0,0
Region I: Ilocos Region,148,0,0
Region II: Cagayan Valley,57,0,0
Region III: Central Luzon,944,0,0
Region IV-A: CALABARZON,2694,0,0
Region IV-B: MIMAROPA,92,0,0
Region IX: Zamboanga Peninsula,234,0,0
Region V: Bicol Region,135,0,0
Region VI: Western Visayas,271,0,0
Region VII: Central Visayas,7585,0,0
Region VIII: Eastern Visayas,342,0,0
Region X: Northern Mindanao,118,0,0
Region XI: Davao Region,532,0,0
Region XII: SOCCSKSARGEN,62,0,0
Repatriate,1978,0,0
