region,confirmed,deaths,recovered
BARMM,37,0,0
CAR,107,0,0
CARAGA,26,0,0
NCR,14554,0,0
Region I: Ilocos Region,119,0,0
Region II: Cagayan Valley,44,0,0
Region III: Central Luzon,757,0,0
Region IV-A: CALABARZON,2084,0,0
Region IV-B: MIMAROPA,80,0,0
Region IX: Zamboanga Peninsula,180,0,0
Region V: Bicol Region,94,0,0
Region VI: Western Visayas,155,0,0
Region VII: Central Visayas,4956,0,0
Region VIII: Eastern Visayas,280,0,0
Region X: Northern Mindanao,82,0,0
Region XI: Davao Region,438,0,0
Region XII: SOCCSKSARGEN,50,0,0
Repatriate,1738,0,0
