region,confirmed,deaths,recovered
BARMM,11,0,0
CAR,45,0,0
CARAGA,3,0,0
NCR,7779,0,0
Region I: Ilocos Region,62,0,0
Region II: Cagayan Valley,34,0,0
Region III: Central Luzon,418,0,0
Region IV-A: CALABARZON,1370,0,0
Region IV-B: MIMAROPA,35,0,0
Region IX: Zamboanga Peninsula,105,0,0
Region V: Bicol Region,71,0,0
Region VI: Western Visayas,104,0,0
Region VII: Central Visayas,1755,0,0
Region VIII: Eastern Visayas,25,0,0
Region X: Northern Mindanao,21,0,0
Region XI: Davao Region,191,0,0
Region XII: SOCCSKSARGEN,16,0,0
