region,confirmed,deaths,recovered
BARMM,126,0,0
CAR,129,0,0
CARAGA,146,0,0
MIMAROPA,131,0,0
NCR,23576,0,0
Region I: Ilocos Region,190,0,0
Region II: Cagayan Valley,110,0,0
Region III: Central Luzon,1201,0,0
Region IV-A: CALABARZON,3476,0,0
Region IX: Zamboanga Peninsula,361,0,0
Region V: Bicol Region,212,0,0
Region VI: Western Visayas,435,0,0
Region VII: Central Visayas,10095,0,0
Region VIII: Eastern Visayas,509,0,0
Region X: Northern Mindanao,236,0,0
Region XI: Davao Region,659,0,0
Region XII: SOCCSKSARGEN,92,0,0
Repatriate,2125,0,0
