region,confirmed,deaths,recovered
BARMM,20,0,0
CAR,47,0,0
CARAGA,6,0,0
NCR,10493,0,0
Region I: Ilocos Region,68,0,0
Region II: Cagayan Valley,35,0,0
Region III: Central Luzon,582,0,0
Region IV-A: CALABARZON,1669,0,0
Region IV-B: MIMAROPA,38,0,0
Region IX: Zamboanga Peninsula,156,0,0
Region V: Bicol Region,73,0,0
Region VI: Western Visayas,114,0,0
Region VII: Central Visayas,2101,0,0
Region VIII: Eastern Visayas,31,0,0
Region X: Northern Mindanao,30,0,0
Region XI: Davao Region,279,0,0
Region XII: SOCCSKSARGEN,25,0,0
Repatriate,570,0,0
