region,confirmed,deaths,recovered
BARMM,11,0,0
CAR,42,0,0
CARAGA,3,0,0
NCR,6993,0,0
Region I: Ilocos Region,63,0,0
Region II: Cagayan Valley,35,0,0
Region III: Central Luzon,402,0,0
Region IV-A: CALABARZON,1259,0,0
Region IV-B: MIMAROPA,28,0,0
Region IX: Zamboanga Peninsula,49,0,0
Region V: Bicol Region,60,0,0
Region VI: Western Visayas,96,0,0
Region VII: Central Visayas,1496,0,0
Region VIII: Eastern Visayas,18,0,0
Region X: Northern Mindanao,19,0,0
Region XI: Davao Region,172,0,0
Region XII: SOCCSKSARGEN,18,0,0
