region,confirmed,deaths,recovered
BARMM,11,0,0
CAR,45,0,0
CARAGA,3,0,0
NCR,7646,0,0
Region I: Ilocos Region,62,0,0
Region II: Cagayan Valley,34,0,0
Region III: Central Luzon,413,0,0
Region IV-A: CALABARZON,1348,0,0
Region IV-B: MIMAROPA,35,0,0
Region IX: Zamboanga Peninsula,88,0,0
Region V: Bicol Region,73,0,0
Region VI: Western Visayas,106,0,0
Region VII: Central Visayas,1755,0,0
Region VIII: Eastern Visayas,21,0,0
Region X: Northern Mindanao,20,0,0
Region XI: Davao Region,179,0,0
Region XII: SOCCSKSARGEN,16,0,0
