region,confirmed,deaths,recovered
BARMM,58,0,0
CAR,115,0,0
CARAGA,90,0,0
NCR,17450,0,0
Region I: Ilocos Region,144,0,0
Region II: Cagayan Valley,47,0,0
Region III: Central Luzon,907,0,0
Region IV-A: CALABARZON,2516,0,0
Region IV-B: MIMAROPA,93,0,0
Region IX: Zamboanga Peninsula,209,0,0
Region V: Bicol Region,118,0,0
Region VI: Western Visayas,245,0,0
Region VII: Central Visayas,6989,0,0
Region VIII: Eastern Visayas,334,0,0
Region X: Northern Mindanao,103,0,0
Region XI: Davao Region,504,0,0
Region XII: SOCCSKSARGEN,56,0,0
Repatriate,1929,0,0
