region,confirmed,deaths,recovered
4B,95,0,0
BARMM,63,0,0
CAR,122,0,0
CARAGA,116,0,0
NCR,19420,0,0
Region I: Ilocos Region,149,0,0
Region II: Cagayan Valley,69,0,0
Region III: Central Luzon,989,0,0
Region IV-A: CALABARZON,2901,0,0
Region IX: Zamboanga Peninsula,249,0,0
Region V: Bicol Region,139,0,0
Region VI: Western Visayas,305,0,0
Region VII: Central Visayas,8401,0,0
Region VIII: Eastern Visayas,396,0,0
Region X: Northern Mindanao,150,0,0
Region XI: Davao Region,546,0,0
Region XII: SOCCSKSARGEN,64,0,0
Repatriate,2068,0,0
