region,confirmed,deaths,recovered
BARMM,57,0,0
CAR,111,0,0
CARAGA,65,0,0
NCR,16727,0,0
Region I: Ilocos Region,134,0,0
Region II: Cagayan Valley,45,0,0
Region III: Central Luzon,849,0,0
Region IV-A: CALABARZON,2379,0,0
Region IV-B: MIMAROPA,87,0,0
Region IX: Zamboanga Peninsula,201,0,0
Region V: Bicol Region,110,0,0
Region VI: Western Visayas,207,0,0
Region VII: Central Visayas,6525,0,0
Region VIII: Eastern Visayas,302,0,0
Region X: Northern Mindanao,99,0,0
Region XI: Davao Region,480,0,0
Region XII: SOCCSKSARGEN,52,0,0
Repatriate,1845,0,0
