region,confirmed,deaths,recovered
BARMM,58,0,0
CAR,116,0,0
CARAGA,90,0,0
NCR,17840,0,0
Region I: Ilocos Region,147,0,0
Region II: Cagayan Valley,53,0,0
Region III: Central Luzon,914,0,0
Region IV-A: CALABARZON,2547,0,0
Region IV-B: MIMAROPA,94,0,0
Region IX: Zamboanga Peninsula,220,0,0
Region V: Bicol Region,120,0,0
Region VI: Western Visayas,251,0,0
Region VII: Central Visayas,7120,0,0
Region VIII: Eastern Visayas,335,0,0
Region X: Northern Mindanao,113,0,0
Region XI: Davao Region,509,0,0
Region XII: SOCCSKSARGEN,59,0,0
Repatriate,1958,0,0
