region,confirmed,deaths,recovered
BARMM,34,0,0
CAR,63,0,0
CARAGA,15,0,0
NCR,13341,0,0
Region I: Ilocos Region,110,0,0
Region II: Cagayan Valley,40,0,0
Region III: Central Luzon,731,0,0
Region IV-A: CALABARZON,1972,0,0
Region IV-B: MIMAROPA,73,0,0
Region IX: Zamboanga Peninsula,170,0,0
Region V: Bicol Region,93,0,0
Region VI: Western Visayas,134,0,0
Region VII: Central Visayas,4091,0,0
Region VIII: Eastern Visayas,126,0,0
Region X: Northern Mindanao,63,0,0
Region XI: Davao Region,414,0,0
Region XII: SOCCSKSARGEN,34,0,0
Repatriate,1465,0,0
