region,confirmed,deaths,recovered
BARMM,171,0,0
CAR,139,0,0
CARAGA,162,0,0
MIMAROPA,144,0,0
NCR,23116,0,0
REPATRIATE,2156,0,0
Region I: Ilocos Region,195,0,0
Region II: Cagayan Valley,120,0,0
Region III: Central Luzon,1340,0,0
Region IV-A: CALABARZON,3742,0,0
Region IX: Zamboanga Peninsula,379,0,0
Region V: Bicol Region,253,0,0
Region VI: Western Visayas,479,0,0
Region VII: Central Visayas,10344,0,0
Region VIII: Eastern Visayas,608,0,0
Region X: Northern Mindanao,243,0,0
Region XI: Davao Region,728,0,0
Region XII: SOCCSKSARGEN,104,0,0
