region,confirmed,deaths,recovered
4B,108,0,0
BARMM,77,0,0
CAR,127,0,0
CARAGA,142,0,0
NCR,20100,0,0
Region I: Ilocos Region,157,0,0
Region II: Cagayan Valley,74,0,0
Region III: Central Luzon,1019,0,0
Region IV-A: CALABARZON,3051,0,0
Region IX: Zamboanga Peninsula,275,0,0
Region V: Bicol Region,155,0,0
Region VI: Western Visayas,370,0,0
Region VII: Central Visayas,8637,0,0
Region VIII: Eastern Visayas,463,0,0
Region X: Northern Mindanao,171,0,0
Region XI: Davao Region,602,0,0
Region XII: SOCCSKSARGEN,69,0,0
Repatriate,2116,0,0
