region,confirmed,deaths,recovered
BARMM,44,0,0
CAR,110,0,0
CARAGA,27,0,0
NCR,15470,0,0
Region I: Ilocos Region,125,0,0
Region II: Cagayan Valley,45,0,0
Region III: Central Luzon,802,0,0
Region IV-A: CALABARZON,2269,0,0
Region IV-B: MIMAROPA,84,0,0
Region IX: Zamboanga Peninsula,187,0,0
Region V: Bicol Region,107,0,0
Region VI: Western Visayas,182,0,0
Region VII: Central Visayas,5947,0,0
Region VIII: Eastern Visayas,296,0,0
Region X: Northern Mindanao,92,0,0
Region XI: Davao Region,451,0,0
Region XII: SOCCSKSARGEN,51,0,0
Repatriate,1760,0,0
