region,confirmed,deaths,recovered
BARMM,21,0,0
CAR,56,0,0
CARAGA,9,0,0
NCR,11609,0,0
Region I: Ilocos Region,70,0,0
Region II: Cagayan Valley,38,0,0
Region III: Central Luzon,662,0,0
Region IV-A: CALABARZON,1781,0,0
Region IV-B: MIMAROPA,67,0,0
Region IX: Zamboanga Peninsula,167,0,0
Region V: Bicol Region,82,0,0
Region VI: Western Visayas,121,0,0
Region VII: Central Visayas,2957,0,0
Region VIII: Eastern Visayas,39,0,0
Region X: Northern Mindanao,33,0,0
Region XI: Davao Region,343,0,0
Region XII: SOCCSKSARGEN,36,0,0
Repatriate,1068,0,0
