region,confirmed,deaths,recovered
BARMM,22,0,0
CAR,55,0,0
CARAGA,9,0,0
NCR,11914,0,0
Region I: Ilocos Region,74,0,0
Region II: Cagayan Valley,38,0,0
Region III: Central Luzon,672,0,0
Region IV-A: CALABARZON,1802,0,0
Region IV-B: MIMAROPA,68,0,0
Region IX: Zamboanga Peninsula,172,0,0
Region V: Bicol Region,83,0,0
Region VI: Western Visayas,122,0,0
Region VII: Central Visayas,3273,0,0
Region VIII: Eastern Visayas,39,0,0
Region X: Northern Mindanao,34,0,0
Region XI: Davao Region,355,0,0
Region XII: SOCCSKSARGEN,35,0,0
Repatriate,1070,0,0
