region,confirmed,deaths,recovered
BARMM,11,0,0
CAR,43,0,0
CARAGA,4,0,0
NCR,6709,0,0
Region I: Ilocos Region,63,0,0
Region II: Cagayan Valley,35,0,0
Region III: Central Luzon,395,0,0
Region IV-A: CALABARZON,1251,0,0
Region IV-B: MIMAROPA,28,0,0
Region IX: Zamboanga Peninsula,49,0,0
Region V: Bicol Region,58,0,0
Region VI: Western Visayas,88,0,0
Region VII: Central Visayas,1391,0,0
Region VIII: Eastern Visayas,14,0,0
Region X: Northern Mindanao,17,0,0
Region XI: Davao Region,162,0,0
Region XII: SOCCSKSARGEN,16,0,0
