region,confirmed,deaths,recovered
BARMM,925,26,626
CAR,1062,14,773
CARAGA,944,12,501
NCR,147601,2346,116544
ROF,11267,30,10043
Region I: Ilocos Region,1669,37,1022
Region II: Cagayan Valley,1487,15,788
Region III: Central Luzon,13208,168,7780
Region IV-A: CALABARZON,45849,494,31685
Region IV-B: MIMAROPA,1099,19,661
Region IX: Zamboanga Peninsula,1974,74,1408
Region V: Bicol Region,2238,48,1573
Region VI: Western Visayas,9219,142,5464
Region VII: Central Visayas,21035,1187,18192
Region VIII: Eastern Visayas,4130,37,3209
Region X: Northern Mindanao,2401,42,1464
Region XI: Davao Region,2704,67,2178
Region XII: SOCCSKSARGEN,1234,17,633
