region,confirmed,deaths,recovered
BARMM,60,0,0
CAR,116,0,0
CARAGA,91,0,0
NCR,18384,0,0
Region I: Ilocos Region,154,0,0
Region II: Cagayan Valley,56,0,0
Region III: Central Luzon,942,0,0
Region IV-A: CALABARZON,2631,0,0
Region IV-B: MIMAROPA,94,0,0
Region IX: Zamboanga Peninsula,232,0,0
Region V: Bicol Region,132,0,0
Region VI: Western Visayas,263,0,0
Region VII: Central Visayas,7255,0,0
Region VIII: Eastern Visayas,341,0,0
Region X: Northern Mindanao,115,0,0
Region XI: Davao Region,510,0,0
Region XII: SOCCSKSARGEN,59,0,0
Repatriate,1972,0,0
