region,province,confirmed,deaths,recovered
BARMM,BASILAN,109,0,78
BARMM,LANAO DEL SUR,171,3,115
BARMM,MAGUINDANAO,131,0,105
BARMM,SULU,21,2,9
BARMM,TAWI-TAWI,11,0,1
CAR,ABRA,42,1,12
CAR,APAYAO,22,0,15
CAR,BENGUET,215,3,100
CAR,IFUGAO,20,0,7
CAR,KALINGA,33,0,6
CAR,MOUNTAIN PROVINCE,7,0,4
CARAGA,AGUSAN DEL NORTE,107,2,32
CARAGA,AGUSAN DEL SUR,32,0,13
CARAGA,DINAGAT ISLANDS,2,0,0
CARAGA,SURIGAO DEL NORTE,62,0,23
CARAGA,SURIGAO DEL SUR,27,0,11
NCR,NCR,52035,1004,27778
REPATRIATE,ABRA,3,0,2
REPATRIATE,AGUSAN DEL NORTE,47,0,43
REPATRIATE,AGUSAN DEL SUR,11,0,10
REPATRIATE,AKLAN,6,0,3
REPATRIATE,ALBAY,13,0,10
REPATRIATE,ANTIQUE,7,0,5
REPATRIATE,APAYAO,1,0,0
REPATRIATE,AURORA,1,0,1
REPATRIATE,BASILAN,8,0,7
REPATRIATE,BATAAN,25,0,17
REPATRIATE,BATANGAS,79,0,57
REPATRIATE,BENGUET,14,0,8
REPATRIATE,BILIRAN,4,0,3
REPATRIATE,BOHOL,15,0,11
REPATRIATE,BUKIDNON,15,0,10
REPATRIATE,BULACAN,64,0,50
REPATRIATE,CAGAYAN,16,0,15
REPATRIATE,CAMARINES NORTE,1,0,0
REPATRIATE,CAMARINES SUR,14,0,9
REPATRIATE,CAPIZ,27,0,10
REPATRIATE,CATANDUANES,3,0,2
REPATRIATE,CAVITE,95,2,62
REPATRIATE,CEBU,109,0,86
REPATRIATE,CITY OF ISABELA (NOT A PROVINCE),2,0,2
REPATRIATE,COTABATO (NORTH COTABATO),5,0,5
REPATRIATE,COTABATO CITY (NOT A PROVINCE),5,0,4
REPATRIATE,DAVAO DE ORO,18,0,12
REPATRIATE,DAVAO DEL NORTE,44,0,33
REPATRIATE,DAVAO DEL SUR,93,1,75
REPATRIATE,DAVAO OCCIDENTAL,1,0,0
REPATRIATE,DAVAO ORIENTAL,25,0,20
REPATRIATE,EASTERN SAMAR,1,0,0
REPATRIATE,GUIMARAS,9,0,5
REPATRIATE,IFUGAO,3,0,1
REPATRIATE,ILOCOS NORTE,7,0,5
REPATRIATE,ILOCOS SUR,7,0,6
REPATRIATE,ILOILO,151,1,50
REPATRIATE,ISABELA,34,0,28
REPATRIATE,KALINGA,5,0,3
REPATRIATE,LA UNION,11,0,9
REPATRIATE,LAGUNA,46,0,37
REPATRIATE,LANAO DEL NORTE,34,0,27
REPATRIATE,LANAO DEL SUR,8,0,5
REPATRIATE,LEYTE,40,0,36
REPATRIATE,MAGUINDANAO,8,0,7
REPATRIATE,MARINDUQUE,1,0,1
REPATRIATE,MASBATE,3,0,1
REPATRIATE,MISAMIS OCCIDENTAL,13,0,7
REPATRIATE,MISAMIS ORIENTAL,56,0,25
REPATRIATE,NCR,931,9,590
REPATRIATE,NEGROS OCCIDENTAL,192,0,42
REPATRIATE,NEGROS ORIENTAL,6,0,6
REPATRIATE,NORTHERN SAMAR,1,0,1
REPATRIATE,NUEVA ECIJA,20,0,19
REPATRIATE,NUEVA VIZCAYA,8,0,6
REPATRIATE,OCCIDENTAL MINDORO,3,0,2
REPATRIATE,ORIENTAL MINDORO,10,0,6
REPATRIATE,PALAWAN,5,0,3
REPATRIATE,PAMPANGA,25,0,18
REPATRIATE,PANGASINAN,35,0,28
REPATRIATE,QUEZON,15,0,14
REPATRIATE,QUIRINO,1,0,1
REPATRIATE,RIZAL,64,0,51
REPATRIATE,ROMBLON,4,0,3
REPATRIATE,SAMAR (WESTERN SAMAR),5,0,5
REPATRIATE,SARANGANI,4,0,3
REPATRIATE,SIQUIJOR,1,0,1
REPATRIATE,SORSOGON,5,0,2
REPATRIATE,SOUTH COTABATO,13,0,9
REPATRIATE,SOUTHERN LEYTE,16,0,14
REPATRIATE,SULTAN KUDARAT,18,0,10
REPATRIATE,SURIGAO DEL NORTE,31,0,29
REPATRIATE,SURIGAO DEL SUR,16,0,14
REPATRIATE,TARLAC,20,0,16
REPATRIATE,TAWI-TAWI,2,0,1
REPATRIATE,ZAMBALES,13,0,9
REPATRIATE,ZAMBOANGA DEL NORTE,5,0,4
REPATRIATE,ZAMBOANGA DEL SUR,41,0,32
REPATRIATE,ZAMBOANGA SIBUGAY,2,0,0
Region I: Ilocos Region,ILOCOS NORTE,43,0,12
