region,province,confirmed,deaths,recovered
BARMM,BASILAN,115,0,78
BARMM,LANAO DEL SUR,214,3,119
BARMM,MAGUINDANAO,144,0,107
BARMM,SULU,23,2,11
BARMM,TAWI-TAWI,9,0,0
CAR,ABRA,69,1,16
CAR,APAYAO,30,0,18
CAR,BENGUET,325,6,116
CAR,IFUGAO,22,0,11
CAR,KALINGA,42,0,10
CAR,MOUNTAIN PROVINCE,16,0,5
CARAGA,AGUSAN DEL NORTE,124,2,58
CARAGA,AGUSAN DEL SUR,49,0,13
CARAGA,DINAGAT ISLANDS,3,0,0
CARAGA,SURIGAO DEL NORTE,77,0,37
CARAGA,SURIGAO DEL SUR,48,0,13
NCR,NCR,71789,1100,30508
Region I: Ilocos Region,ILOCOS NORTE,58,0,12
Region I: Ilocos Region,ILOCOS SUR,82,0,12
Region I: Ilocos Region,LA UNION,219,8,54
Region I: Ilocos Region,PANGASINAN,377,14,161
Region II: Cagayan Valley,CAGAYAN,213,0,107
Region II: Cagayan Valley,ISABELA,311,1,92
Region II: Cagayan Valley,NUEVA VIZCAYA,47,1,17
Region II: Cagayan Valley,QUIRINO,2,0,0
Region III: Central Luzon,BATAAN,517,7,244
Region III: Central Luzon,BULACAN,2401,30,821
Region III: Central Luzon,NUEVA ECIJA,329,4,116
Region III: Central Luzon,PAMPANGA,751,13,204
Region III: Central Luzon,TARLAC,156,5,54
Region III: Central Luzon,ZAMBALES,164,4,55
Region IV-A: CALABARZON,BATANGAS,1711,38,576
Region IV-A: CALABARZON,CAVITE,5118,47,1267
Region IV-A: CALABARZON,LAGUNA,6538,40,1694
Region IV-A: CALABARZON,QUEZON,644,12,214
Region IV-A: CALABARZON,RIZAL,4492,57,1436
Region IV-B: MIMAROPA,MARINDUQUE,24,0,11
Region IV-B: MIMAROPA,OCCIDENTAL MINDORO,78,1,54
Region IV-B: MIMAROPA,ORIENTAL MINDORO,107,4,31
Region IV-B: MIMAROPA,PALAWAN,175,1,68
Region IV-B: MIMAROPA,ROMBLON,35,0,7
Region IX: Zamboanga Peninsula,CITY OF ISABELA (NOT A PROVINCE),77,0,37
Region IX: Zamboanga Peninsula,ZAMBOANGA DEL NORTE,58,0,30
Region IX: Zamboanga Peninsula,ZAMBOANGA DEL SUR,873,28,464
Region IX: Zamboanga Peninsula,ZAMBOANGA SIBUGAY,38,0,23
Region V: Bicol Region,ALBAY,296,4,109
Region V: Bicol Region,CAMARINES NORTE,55,1,17
Region V: Bicol Region,CAMARINES SUR,339,3,114
Region V: Bicol Region,CATANDUANES,28,0,10
Region V: Bicol Region,MASBATE,138,0,43
Region V: Bicol Region,SORSOGON,82,1,18
Region VI: Western Visayas,AKLAN,48,1,13
Region VI: Western Visayas,ANTIQUE,68,0,27
Region VI: Western Visayas,CAPIZ,112,2,53
Region VI: Western Visayas,GUIMARAS,51,0,28
Region VI: Western Visayas,ILOILO,1248,18,438
Region VI: Western Visayas,NEGROS OCCIDENTAL,1003,9,429
Region VII: Central Visayas,BOHOL,225,6,106
Region VII: Central Visayas,CEBU,17510,823,12927
Region VII: Central Visayas,NEGROS ORIENTAL,156,3,103
Region VII: Central Visayas,SIQUIJOR,14,0,2
Region VIII: Eastern Visayas,BILIRAN,73,1,28
Region VIII: Eastern Visayas,EASTERN SAMAR,20,0,2
Region VIII: Eastern Visayas,LEYTE,792,0,442
Region VIII: Eastern Visayas,NORTHERN SAMAR,49,0,30
Region VIII: Eastern Visayas,SAMAR (WESTERN SAMAR),319,2,163
Region VIII: Eastern Visayas,SOUTHERN LEYTE,176,0,100
Region X: Northern Mindanao,BUKIDNON,100,0,43
Region X: Northern Mindanao,CAMIGUIN,9,0,4
Region X: Northern Mindanao,LANAO DEL NORTE,238,3,96
Region X: Northern Mindanao,MISAMIS OCCIDENTAL,142,1,61
Region X: Northern Mindanao,MISAMIS ORIENTAL,326,9,135
Region XI: Davao Region,DAVAO DE ORO,142,1,57
Region XI: Davao Region,DAVAO DEL NORTE,163,4,80
Region XI: Davao Region,DAVAO DEL SUR,1156,45,767
Region XI: Davao Region,DAVAO OCCIDENTAL,36,2,12
Region XI: Davao Region,DAVAO ORIENTAL,125,1,65
Region XII: SOCCSKSARGEN,COTABATO (NORTH COTABATO),89,1,38
Region XII: SOCCSKSARGEN,COTABATO CITY (NOT A PROVINCE),44,0,33
Region XII: SOCCSKSARGEN,COTABATO CITY NOT A PROVINCE,1,0,0
Region XII: SOCCSKSARGEN,SARANGANI,74,0,55
Region XII: SOCCSKSARGEN,SOUTH COTABATO,189,0,59
Region XII: SOCCSKSARGEN,SULTAN KUDARAT,59,2,37
