region,province,confirmed,deaths,recovered
BARMM,BASILAN,105,0,79
BARMM,LANAO DEL SUR,143,3,115
BARMM,MAGUINDANAO,122,0,107
BARMM,SULU,19,2,9
BARMM,TAWI-TAWI,12,0,2
CAR,ABRA,26,1,12
CAR,APAYAO,19,0,15
CAR,BENGUET,195,3,100
CAR,IFUGAO,19,0,7
CAR,KALINGA,31,0,6
CAR,MOUNTAIN PROVINCE,7,0,4
CARAGA,AGUSAN DEL NORTE,87,2,33
CARAGA,AGUSAN DEL SUR,23,0,14
CARAGA,DINAGAT ISLANDS,1,0,0
CARAGA,SURIGAO DEL NORTE,42,0,23
CARAGA,SURIGAO DEL SUR,21,0,11
NCR,MASBATE,1,0,1
NCR,NCR,47261,1003,27647
REPATRIATE,ABRA,2,0,2
REPATRIATE,AGUSAN DEL NORTE,43,0,42
REPATRIATE,AGUSAN DEL SUR,10,0,9
REPATRIATE,AKLAN,5,0,3
REPATRIATE,ALBAY,8,0,8
REPATRIATE,ANTIQUE,6,0,4
REPATRIATE,APAYAO,1,0,0
REPATRIATE,AURORA,1,0,1
REPATRIATE,BASILAN,6,0,5
REPATRIATE,BATAAN,22,0,17
REPATRIATE,BATANGAS,62,0,51
REPATRIATE,BENGUET,13,0,8
REPATRIATE,BILIRAN,2,0,2
REPATRIATE,BOHOL,8,0,8
REPATRIATE,BUKIDNON,12,0,10
REPATRIATE,BULACAN,53,0,45
REPATRIATE,CAGAYAN,14,0,14
REPATRIATE,CAMARINES SUR,10,0,7
REPATRIATE,CAPIZ,24,0,9
REPATRIATE,CATANDUANES,3,0,2
REPATRIATE,CAVITE,72,2,54
REPATRIATE,CEBU,87,0,67
REPATRIATE,CITY OF ISABELA (NOT A PROVINCE),2,0,2
REPATRIATE,COTABATO (NORTH COTABATO),4,0,4
REPATRIATE,COTABATO CITY (NOT A PROVINCE),3,0,3
REPATRIATE,DAVAO DE ORO,18,0,12
REPATRIATE,DAVAO DEL NORTE,43,0,30
REPATRIATE,DAVAO DEL SUR,89,1,71
REPATRIATE,DAVAO OCCIDENTAL,1,0,0
REPATRIATE,DAVAO ORIENTAL,25,0,20
REPATRIATE,GUIMARAS,7,0,4
REPATRIATE,IFUGAO,3,0,1
REPATRIATE,ILOCOS NORTE,5,0,5
REPATRIATE,ILOCOS SUR,6,0,6
REPATRIATE,ILOILO,111,1,45
REPATRIATE,ISABELA,30,0,27
REPATRIATE,KALINGA,5,0,3
REPATRIATE,LA UNION,9,0,9
REPATRIATE,LAGUNA,37,0,32
REPATRIATE,LANAO DEL NORTE,30,0,25
REPATRIATE,LANAO DEL SUR,8,0,5
REPATRIATE,LEYTE,34,0,33
REPATRIATE,MAGUINDANAO,5,0,5
REPATRIATE,MARINDUQUE,1,0,1
REPATRIATE,MASBATE,1,0,1
REPATRIATE,MISAMIS OCCIDENTAL,9,0,6
REPATRIATE,MISAMIS ORIENTAL,46,0,22
REPATRIATE,NCR,512,5,426
REPATRIATE,NEGROS OCCIDENTAL,156,0,40
REPATRIATE,NEGROS ORIENTAL,5,0,5
REPATRIATE,NORTHERN SAMAR,1,0,1
REPATRIATE,NUEVA ECIJA,17,0,16
REPATRIATE,NUEVA VIZCAYA,6,0,6
REPATRIATE,OCCIDENTAL MINDORO,1,0,1
REPATRIATE,ORIENTAL MINDORO,10,0,6
REPATRIATE,PALAWAN,5,0,3
REPATRIATE,PAMPANGA,20,0,16
REPATRIATE,PANGASINAN,23,0,23
REPATRIATE,QUEZON,8,0,7
REPATRIATE,QUIRINO,1,0,1
REPATRIATE,RIZAL,45,0,36
REPATRIATE,ROF,1,0,0
REPATRIATE,ROMBLON,3,0,3
