region,province,confirmed,deaths,recovered
BARMM,BASILAN,114,0,77
BARMM,LANAO DEL SUR,188,3,115
BARMM,MAGUINDANAO,140,0,104
BARMM,SULU,21,2,9
BARMM,TAWI-TAWI,10,0,1
CAR,ABRA,43,1,14
CAR,APAYAO,24,0,17
CAR,BENGUET,255,3,102
CAR,IFUGAO,20,0,7
CAR,KALINGA,37,0,6
CAR,MOUNTAIN PROVINCE,9,0,4
CARAGA,AGUSAN DEL NORTE,118,2,34
CARAGA,AGUSAN DEL SUR,42,0,13
CARAGA,DINAGAT ISLANDS,2,0,0
CARAGA,SURIGAO DEL NORTE,76,0,30
CARAGA,SURIGAO DEL SUR,42,0,13
NCR,NCR,58761,1046,28422
REPATRIATE,ABRA,4,0,2
REPATRIATE,AGUSAN DEL NORTE,55,0,47
REPATRIATE,AGUSAN DEL SUR,17,0,12
REPATRIATE,AKLAN,12,0,7
REPATRIATE,ALBAY,19,0,13
REPATRIATE,ANTIQUE,14,0,11
REPATRIATE,APAYAO,1,0,0
REPATRIATE,BASILAN,12,0,8
REPATRIATE,BATAAN,44,0,33
REPATRIATE,BATANGAS,117,0,80
REPATRIATE,BENGUET,18,0,9
REPATRIATE,BILIRAN,5,0,3
REPATRIATE,BOHOL,27,0,18
REPATRIATE,BUKIDNON,19,0,10
REPATRIATE,BULACAN,86,0,64
REPATRIATE,CAGAYAN,24,0,18
REPATRIATE,CAMARINES NORTE,3,0,1
REPATRIATE,CAMARINES SUR,22,0,14
REPATRIATE,CAPIZ,33,0,17
REPATRIATE,CATANDUANES,4,0,3
REPATRIATE,CAVITE,139,2,85
REPATRIATE,CEBU,143,1,108
REPATRIATE,CITY OF ISABELA (NOT A PROVINCE),2,0,2
REPATRIATE,COTABATO (NORTH COTABATO),17,0,9
REPATRIATE,COTABATO CITY (NOT A PROVINCE),7,0,6
REPATRIATE,DAVAO DE ORO,22,0,15
REPATRIATE,DAVAO DEL NORTE,49,0,38
REPATRIATE,DAVAO DEL SUR,104,1,78
REPATRIATE,DAVAO OCCIDENTAL,1,0,0
REPATRIATE,DAVAO ORIENTAL,29,0,24
REPATRIATE,EASTERN SAMAR,2,0,1
REPATRIATE,GUIMARAS,12,0,6
REPATRIATE,IFUGAO,4,0,1
REPATRIATE,ILOCOS NORTE,11,0,6
REPATRIATE,ILOCOS SUR,9,0,6
REPATRIATE,ILOILO,191,1,80
REPATRIATE,ISABELA,41,0,31
REPATRIATE,KALINGA,4,0,3
REPATRIATE,LA UNION,16,0,10
REPATRIATE,LAGUNA,71,0,51
REPATRIATE,LANAO DEL NORTE,43,0,32
REPATRIATE,LANAO DEL SUR,8,0,4
REPATRIATE,LEYTE,54,0,44
REPATRIATE,MAGUINDANAO,10,0,8
REPATRIATE,MARINDUQUE,1,0,1
REPATRIATE,MASBATE,4,0,3
REPATRIATE,MISAMIS OCCIDENTAL,19,0,10
REPATRIATE,MISAMIS ORIENTAL,69,0,31
REPATRIATE,NCR,1214,9,660
REPATRIATE,NEGROS OCCIDENTAL,247,0,81
REPATRIATE,NEGROS ORIENTAL,8,0,8
REPATRIATE,NORTHERN SAMAR,3,0,1
REPATRIATE,NUEVA ECIJA,39,0,23
REPATRIATE,NUEVA VIZCAYA,8,0,6
REPATRIATE,OCCIDENTAL MINDORO,5,0,3
REPATRIATE,ORIENTAL MINDORO,12,0,7
REPATRIATE,PALAWAN,11,0,5
REPATRIATE,PAMPANGA,47,0,30
REPATRIATE,PANGASINAN,51,0,34
REPATRIATE,QUEZON,31,0,18
