region,province,confirmed,deaths,recovered
BARMM,BASILAN,117,0,79
BARMM,LANAO DEL SUR,202,3,116
BARMM,MAGUINDANAO,143,0,107
BARMM,SULU,23,2,11
BARMM,TAWI-TAWI,9,0,0
CAR,ABRA,67,1,16
CAR,APAYAO,29,0,18
CAR,BENGUET,304,3,116
CAR,IFUGAO,21,0,10
CAR,KALINGA,41,0,11
CAR,MOUNTAIN PROVINCE,15,0,5
CARAGA,AGUSAN DEL NORTE,126,2,58
CARAGA,AGUSAN DEL SUR,48,0,13
CARAGA,DINAGAT ISLANDS,2,0,0
CARAGA,SURIGAO DEL NORTE,77,0,37
CARAGA,SURIGAO DEL SUR,48,0,13
NCR,NCR,69313,1090,29395
REPATRIATE,ABRA,5,0,2
REPATRIATE,AGUSAN DEL NORTE,59,0,49
REPATRIATE,AGUSAN DEL SUR,18,0,12
REPATRIATE,AKLAN,16,0,7
REPATRIATE,ALBAY,25,0,13
REPATRIATE,ANTIQUE,16,0,11
REPATRIATE,APAYAO,2,0,0
REPATRIATE,AURORA,1,0,1
REPATRIATE,BASILAN,13,0,8
REPATRIATE,BATAAN,47,0,33
REPATRIATE,BATANGAS,135,0,85
REPATRIATE,BENGUET,23,0,11
REPATRIATE,BILIRAN,7,0,4
REPATRIATE,BOHOL,36,0,21
REPATRIATE,BUKIDNON,23,0,11
REPATRIATE,BULACAN,104,0,68
REPATRIATE,CAGAYAN,27,0,18
REPATRIATE,CAMARINES NORTE,3,0,1
REPATRIATE,CAMARINES SUR,26,0,14
REPATRIATE,CAPIZ,39,0,20
REPATRIATE,CATANDUANES,6,0,3
REPATRIATE,CAVITE,189,3,88
REPATRIATE,CEBU,160,1,113
REPATRIATE,CITY OF ISABELA (NOT A PROVINCE),2,0,2
REPATRIATE,COTABATO (NORTH COTABATO),21,0,9
REPATRIATE,COTABATO CITY (NOT A PROVINCE),7,0,7
REPATRIATE,DAVAO DE ORO,24,0,15
REPATRIATE,DAVAO DEL NORTE,55,0,42
REPATRIATE,DAVAO DEL SUR,109,1,86
REPATRIATE,DAVAO OCCIDENTAL,1,0,0
REPATRIATE,DAVAO ORIENTAL,32,0,25
REPATRIATE,EASTERN SAMAR,1,0,1
REPATRIATE,GUIMARAS,12,0,6
REPATRIATE,IFUGAO,4,0,3
REPATRIATE,ILOCOS NORTE,13,0,6
REPATRIATE,ILOCOS SUR,11,0,6
REPATRIATE,ILOILO,223,1,120
REPATRIATE,ISABELA,49,0,32
REPATRIATE,KALINGA,6,0,4
REPATRIATE,LA UNION,23,0,10
REPATRIATE,LAGUNA,90,0,55
REPATRIATE,LANAO DEL NORTE,48,0,32
REPATRIATE,LANAO DEL SUR,10,0,5
REPATRIATE,LEYTE,64,0,49
REPATRIATE,MAGUINDANAO,16,0,8
REPATRIATE,MARINDUQUE,1,0,1
